,date,snp_open,snp_close
127,03/16/2021,3873.3,3873.3
128,03/15/2021,3879.5,3879.5
129,03/12/2021,3853.0,3853.0
130,03/11/2021,3873.3,3873.3
131,03/10/2021,3873.3,3873.3
132,03/09/2021,3873.3,3873.3
133,03/08/2021,3813.8,3936.7
134,03/05/2021,3798.8,3798.8
135,03/04/2021,3798.8,3798.8
136,03/03/2021,3839.0,3839.0
137,03/02/2021,3895.9,3867.6
138,03/01/2021,3846.7,3898.8
139,02/26/2021,3839.9,3809.2
140,02/25/2021,3828.0,3828.0
141,02/24/2021,3884.4,3922.6
142,02/23/2021,3918.8,3918.8
143,02/21/2021,3918.8,3918.8
144,02/19/2021,3918.6,3877.9
145,02/18/2021,3928.0,3928.0
146,02/17/2021,3928.0,3928.0
147,02/16/2021,3950.3,3909.5
148,02/12/2021,3931.1,3931.1
149,02/11/2021,3931.1,3931.1
150,02/10/2021,3931.1,3931.1
151,02/09/2021,3931.1,3931.1
152,02/08/2021,3931.1,3931.1
153,02/05/2021,3882.6,3931.1
154,02/04/2021,3864.6,3864.6
155,02/03/2021,3828.8,3823.6
156,02/02/2021,3765.0,3765.0
157,01/31/2021,3765.0,3765.0
158,01/29/2021,3748.0,3818.3
159,01/28/2021,3737.2,3779.3
160,01/27/2021,3744.2,3744.2
161,01/26/2021,3842.6,3842.6
162,01/25/2021,3847.3,3848.4
163,01/22/2021,3840.3,3834.2
164,01/21/2021,3846.0,3846.0
165,01/20/2021,3798.9,3845.0
166,01/19/2021,3811.8,3811.8
167,01/15/2021,3811.8,3811.8
168,01/14/2021,3811.8,3811.8
169,01/13/2021,3790.6,3790.6
170,01/12/2021,3794.5,3794.5
171,01/10/2021,3807.3,3807.3
172,01/08/2021,3807.3,3792.0
173,01/07/2021,3681.5,3681.5
174,01/06/2021,3681.5,3681.5
175,01/05/2021,3681.5,3681.5
176,01/04/2021,3681.5,3681.5
177,12/31/2020,3681.5,3681.5
178,12/30/2020,3681.5,3681.5
179,12/29/2020,3681.5,3681.5
180,12/28/2020,3681.5,3681.5
181,12/24/2020,3681.5,3681.5
182,12/23/2020,3681.5,3681.5
183,12/22/2020,3694.7,3795.6
184,12/21/2020,3637.2,3685.8
185,12/18/2020,3708.8,3706.2
186,12/17/2020,3712.8,3712.8
187,12/16/2020,3605.1,3605.1
188,12/15/2020,3598.6,3598.6
189,12/14/2020,3554.3,3554.3
190,12/11/2020,3567.5,3567.5
191,12/10/2020,3572.7,3572.7
192,12/09/2020,3706.8,3672.4
193,12/08/2020,3702.0,3702.0
194,12/07/2020,3690.8,3690.8
195,12/04/2020,3697.9,3697.9
196,12/03/2020,3668.4,3664.6
197,12/02/2020,3660.5,3660.5
198,12/01/2020,3660.5,3660.5
199,11/30/2020,3644.4,3667.3
200,11/27/2020,3632.0,3636.5
201,11/25/2020,3640.3,3627.3
202,11/24/2020,3632.7,3632.7
203,11/23/2020,3577.3,3576.0
204,11/20/2020,3554.2,3554.2
205,11/19/2020,3550.4,3580.1
206,11/18/2020,3564.9,3564.9
207,11/17/2020,3611.2,3606.8
208,11/16/2020,3618.8,3623.0
209,11/13/2020,3581.9,3581.9
210,11/12/2020,3556.7,3532.5
211,11/11/2020,3567.2,3568.1
212,11/10/2020,3539.4,3541.0
213,11/09/2020,3629.3,3544.0
214,11/06/2020,3466.7,3500.7
215,11/05/2020,3491.2,3504.8
216,11/04/2020,3344.9,3434.9
217,11/03/2020,3337.0,3361.6
218,11/02/2020,3303.9,3300.5
219,10/30/2020,3252.7,3264.7
220,10/29/2020,3286.3,3302.3
221,10/28/2020,3367.3,3263.5
222,10/27/2020,3396.8,3383.1
223,10/26/2020,3417.3,3393.5
224,10/23/2020,3428.3,3428.3
225,10/22/2020,3428.3,3428.3
226,10/21/2020,3428.3,3451.8
227,10/20/2020,3483.0,3483.0
228,10/18/2020,3483.0,3483.0
229,10/16/2020,3483.0,3432.2
230,10/15/2020,3445.3,3475.4
231,10/14/2020,3500.7,3480.9
232,10/13/2020,3511.8,3504.8
233,10/12/2020,3484.3,3532.8
234,10/09/2020,3450.3,3473.3
235,10/08/2020,3426.7,3424.8
236,10/07/2020,3363.8,3406.8
237,10/06/2020,3353.2,3353.2
238,10/05/2020,3392.9,3392.9
239,10/02/2020,3361.2,3339.2
240,10/01/2020,3367.7,3367.7
241,09/30/2020,3316.3,3352.0
242,09/29/2020,3297.9,3297.9
243,09/28/2020,3297.9,3297.9
244,09/25/2020,3238.8,3287.3
245,09/24/2020,3228.4,3238.0
246,09/23/2020,3295.3,3231.2
247,09/22/2020,3299.3,3299.3
248,09/21/2020,3310.8,3275.1
249,09/18/2020,3346.7,3316.2
250,09/17/2020,3347.1,3351.0
251,09/16/2020,3394.2,3379.4
252,09/15/2020,3382.0,3395.0
253,09/13/2020,3347.3,3347.3
254,09/11/2020,3372.2,3372.2
255,09/10/2020,3387.0,3340.6
256,09/09/2020,3345.7,3400.3
257,09/08/2020,3401.0,3335.5
258,09/04/2020,3446.7,3417.6
259,09/03/2020,3567.1,3461.5
260,09/02/2020,3539.4,3579.2
261,09/01/2020,3504.6,3526.9
262,08/31/2020,3498.9,3498.9
263,08/28/2020,3504.4,3504.4
264,08/27/2020,3485.3,3485.3
265,08/26/2020,3444.7,3480.3
266,08/25/2020,3442.9,3442.9
267,08/24/2020,3420.4,3427.5
268,08/21/2020,3372.7,3372.7
269,08/20/2020,3372.7,3372.7
270,08/19/2020,3372.7,3372.7
271,08/18/2020,3386.3,3392.6
272,08/16/2020,3372.7,3372.7
273,08/14/2020,3372.7,3379.8
274,08/13/2020,3370.1,3370.1
275,08/12/2020,3370.1,3370.1
276,08/11/2020,3375.6,3367.7
277,08/10/2020,3346.2,3352.7
278,08/07/2020,3341.3,3344.8
279,08/06/2020,3344.3,3344.3
280,08/05/2020,3315.0,3316.0
281,08/04/2020,3288.9,3299.9
282,08/03/2020,3288.4,3288.4
283,07/31/2020,3258.7,3263.5
284,07/30/2020,3244.6,3248.8
285,07/29/2020,3217.6,3252.4
286,07/28/2020,3213.0,3213.0
287,07/27/2020,3217.1,3232.2
288,07/24/2020,3203.9,3203.9
289,07/23/2020,3266.7,3227.6
290,07/22/2020,3265.6,3265.6
291,07/21/2020,3270.0,3251.3
292,07/20/2020,3213.9,3213.9
293,07/17/2020,3213.9,3213.9
294,07/16/2020,3222.2,3245.2
295,07/15/2020,3206.1,3227.2
296,07/14/2020,3183.6,3183.6
297,07/13/2020,3183.7,3148.2
298,07/10/2020,3127.3,3178.4
299,07/09/2020,3141.1,3141.1
300,07/08/2020,3146.3,3163.4
301,07/07/2020,3146.8,3136.4
302,07/05/2020,3143.0,3143.0
303,07/02/2020,3099.7,3171.9
304,07/01/2020,3079.2,3079.4
305,06/30/2020,3090.2,3090.2
306,06/29/2020,3019.6,3047.7
307,06/26/2020,3006.9,3006.9
308,06/25/2020,3031.7,3040.7
309,06/24/2020,3126.8,3049.0
310,06/23/2020,3134.2,3118.5
311,06/22/2020,3079.0,3110.7
312,06/19/2020,3111.3,3059.4
313,06/18/2020,3097.9,3097.9
314,06/17/2020,3135.8,3107.1
315,06/16/2020,3040.9,3040.9
316,06/15/2020,2988.0,2988.0
317,06/12/2020,2953.3,2953.3
318,06/11/2020,3184.7,3010.3
319,06/10/2020,3211.2,3186.0
320,06/09/2020,3224.7,3205.4
321,06/08/2020,3196.2,3227.5
322,06/05/2020,3114.4,3186.8
323,06/04/2020,3113.9,3110.5
324,06/03/2020,3076.8,3117.7
325,06/02/2020,3051.3,3076.9
326,06/01/2020,3033.5,3054.0
327,05/29/2020,3035.3,3042.0
328,05/28/2020,3035.4,3038.1
329,05/27/2020,2992.9,3035.4
330,05/26/2020,2985.4,2994.4
331,05/22/2020,2941.8,2952.9
332,05/21/2020,2971.5,2936.9
333,05/20/2020,2910.8,2968.5
334,05/19/2020,2945.3,2918.8
335,05/18/2020,2854.9,2947.9
336,05/15/2020,2847.2,2846.4
337,05/14/2020,2821.9,2846.9
338,05/13/2020,2837.9,2813.1
339,05/12/2020,2920.1,2852.6
340,05/11/2020,2918.1,2922.8
341,05/08/2020,2898.4,2928.4
342,05/07/2020,2835.8,2880.0
343,05/06/2020,2862.7,2833.4
344,05/05/2020,2831.7,2858.3
345,05/04/2020,2786.6,2825.3
346,05/01/2020,2869.2,2821.7
347,04/30/2020,2954.4,2902.4
348,04/29/2020,2864.3,2941.0
349,04/28/2020,2865.4,2867.2
350,04/27/2020,2833.8,2868.9
351,04/24/2020,2777.1,2829.5
352,04/23/2020,2786.4,2780.8
353,04/22/2020,2737.0,2788.4
354,04/21/2020,2815.6,2732.1
355,04/20/2020,2855.7,2806.5
356,04/17/2020,2864.4,2870.1
357,04/16/2020,2770.9,2787.4
358,04/15/2020,2840.2,2775.1
359,04/14/2020,2762.2,2843.1
360,04/13/2020,2787.0,2759.2
361,04/09/2020,2733.3,2779.8
362,04/08/2020,2640.6,2734.9
363,04/07/2020,2642.3,2642.0
364,04/06/2020,2506.0,2644.6
365,04/03/2020,2509.4,2482.7
366,04/02/2020,2458.8,2516.4
367,04/01/2020,2556.7,2448.0
368,03/31/2020,2612.5,2569.7
369,03/30/2020,2467.4,2611.2
370,03/27/2020,2619.6,2524.1
371,03/26/2020,2467.0,2608.0
372,03/25/2020,2440.2,2467.0
373,03/24/2020,2246.9,2438.1
374,03/23/2020,2197.2,2220.4
375,03/20/2020,2348.0,2288.5
376,03/19/2020,2393.7,2389.1
377,03/18/2020,2479.0,2401.4
378,03/17/2020,2420.8,2485.5
379,03/16/2020,2603.8,2405.3
380,03/13/2020,2446.1,2683.9
381,03/12/2020,2746.6,2468.9
382,03/11/2020,2866.4,2740.3
383,03/10/2020,2717.4,2865.8
384,03/09/2020,2878.5,2747.7
385,03/06/2020,3021.4,2964.1
386,03/05/2020,3090.0,3015.5
387,03/04/2020,2989.9,3114.7
388,03/03/2020,3079.3,2997.1
389,03/02/2020,2905.1,3065.1
390,02/28/2020,2952.6,2951.1
391,02/27/2020,3075.4,2956.9
392,02/26/2020,3098.3,3110.2
393,02/25/2020,3221.3,3132.6
394,02/24/2020,3305.8,3226.3
395,02/21/2020,3357.6,3339.3
396,02/20/2020,3394.9,3369.2
397,02/19/2020,3378.4,3387.2
398,02/18/2020,3375.1,3369.3
399,02/14/2020,3378.2,3380.9
400,02/13/2020,3382.0,3377.4
401,02/12/2020,3360.9,3380.5
402,02/11/2020,3352.0,3357.6
403,02/10/2020,3321.1,3353.0
404,02/07/2020,3340.9,3325.5
405,02/06/2020,3343.4,3345.2
406,02/05/2020,3292.5,3335.0
407,02/04/2020,3239.1,3299.5
408,02/03/2020,3231.6,3245.6
409,01/31/2020,3288.8,3224.0
410,01/30/2020,3268.5,3289.7
411,01/29/2020,3274.8,3272.4
412,01/28/2020,3245.0,3278.3
413,01/27/2020,3260.0,3239.6
414,01/24/2020,3335.3,3293.5
415,01/23/2020,3317.2,3326.0
416,01/22/2020,3332.4,3319.8
417,01/21/2020,3313.0,3319.5
418,01/17/2020,3323.0,3324.9
419,01/16/2020,3299.1,3316.4
420,01/15/2020,3280.2,3293.8
421,01/14/2020,3279.0,3287.9
422,01/13/2020,3273.8,3289.7
423,01/10/2020,3282.2,3264.7
424,01/09/2020,3263.9,3275.9
425,01/08/2020,3221.7,3260.2
426,01/07/2020,3249.7,3235.3
427,01/06/2020,3217.5,3243.6
428,01/03/2020,3249.0,3235.4
429,01/02/2020,3243.3,3259.0
430,12/31/2019,3224.4,3231.1
431,12/30/2019,3241.9,3223.4
432,12/27/2019,3249.2,3237.6
433,12/26/2019,3244.4,3244.4
434,12/24/2019,3229.8,3225.7
435,12/23/2019,3227.7,3227.2
436,12/20/2019,3211.5,3225.7
437,12/19/2019,3198.6,3211.7
438,12/18/2019,3196.9,3199.3
439,12/17/2019,3198.2,3195.4
440,12/16/2019,3183.7,3198.4
441,12/13/2019,3181.1,3175.2
442,12/12/2019,3146.7,3167.9
443,12/11/2019,3133.8,3143.1
444,12/10/2019,3122.8,3136.0
445,12/09/2019,3143.8,3134.5
446,12/06/2019,3125.0,3146.1
447,12/05/2019,3116.1,3117.7
448,12/04/2019,3084.0,3111.1
449,12/03/2019,3115.3,3091.1
450,12/02/2019,3146.3,3114.2
451,11/29/2019,3146.4,3143.7
452,11/27/2019,3144.9,3153.8
453,11/26/2019,3144.1,3143.7
454,11/25/2019,3116.0,3132.7
455,11/22/2019,3114.0,3111.6
456,11/21/2019,3100.2,3103.9
457,11/20/2019,3112.0,3109.0
458,11/19/2019,3117.5,3118.5
459,11/18/2019,3125.1,3121.8
460,11/15/2019,3097.8,3118.3
461,11/14/2019,3098.0,3096.9
462,11/13/2019,3087.5,3095.6
463,11/12/2019,3092.0,3091.9
464,11/11/2019,3091.4,3087.4
465,11/08/2019,3089.9,3090.6
466,11/07/2019,3076.5,3085.9
467,11/06/2019,3070.7,3075.6
468,11/05/2019,3078.9,3071.9
469,11/04/2019,3072.1,3075.7
470,11/01/2019,3042.5,3063.2
471,10/31/2019,3049.2,3035.8
472,10/30/2019,3034.3,3047.8
473,10/29/2019,3037.2,3035.7
474,10/28/2019,3023.8,3036.3
475,10/25/2019,3004.9,3020.3
476,10/24/2019,3012.0,3004.2
477,10/23/2019,2985.0,3005.7
478,10/22/2019,3008.7,2994.5
479,10/21/2019,2985.0,3006.5
480,10/18/2019,2996.5,2988.2
481,10/17/2019,2992.9,2997.9
482,10/16/2019,2996.2,2991.4
483,10/15/2019,2969.8,2997.7
484,10/14/2019,2975.3,2965.5
485,10/11/2019,2948.0,2970.8
486,10/10/2019,2914.7,2941.1
487,10/09/2019,2893.5,2918.9
488,10/08/2019,2946.2,2892.6
489,10/07/2019,2929.0,2937.5
490,10/04/2019,2907.7,2951.0
491,10/03/2019,2888.0,2911.8
492,10/02/2019,2942.0,2880.6
493,10/01/2019,2991.0,2937.8
494,09/30/2019,2974.0,2978.5
495,09/27/2019,2973.3,2963.8
496,09/26/2019,2983.0,2980.5
497,09/25/2019,2971.3,2986.3
498,09/24/2019,3007.4,2970.2
499,09/23/2019,3003.0,2997.1
500,09/20/2019,3010.5,2989.5
501,09/19/2019,3008.3,3007.9
502,09/18/2019,3004.2,3008.6
503,09/17/2019,3005.5,3007.9
504,09/16/2019,2994.4,3001.5
505,09/13/2019,3019.7,3008.6
506,09/12/2019,3002.4,3011.8
507,09/11/2019,2985.7,3002.0
508,09/10/2019,2972.8,2978.5
509,09/09/2019,2984.7,2978.2
510,09/06/2019,2979.0,2980.8
511,09/05/2019,2938.0,2972.0
512,09/04/2019,2902.8,2938.5
513,09/03/2019,2898.5,2905.9
514,08/30/2019,2922.4,2942.0
515,08/29/2019,2884.2,2926.7
516,08/28/2019,2872.6,2889.8
517,08/27/2019,2882.0,2865.4
518,08/26/2019,2820.7,2883.3
519,08/23/2019,2923.5,2855.6
520,08/22/2019,2933.3,2922.3
521,08/21/2019,2897.7,2929.2
522,08/20/2019,2921.8,2898.2
523,08/19/2019,2904.2,2923.7
524,08/16/2019,2851.3,2891.5
525,08/15/2019,2836.6,2848.6
526,08/14/2019,2930.0,2840.7
527,08/13/2019,2882.1,2932.0
528,08/12/2019,2922.8,2880.3
529,08/09/2019,2930.2,2919.7
530,08/08/2019,2883.7,2940.1
531,08/07/2019,2875.3,2880.6
532,08/06/2019,2812.1,2876.0
533,08/05/2019,2927.8,2830.1
534,08/02/2019,2951.2,2932.4
535,08/01/2019,2970.8,2951.9
536,07/31/2019,3015.1,2982.3
537,07/30/2019,3026.0,3012.3
538,07/29/2019,3025.1,3021.8
539,07/26/2019,3008.0,3024.5
540,07/25/2019,3023.2,3006.5
541,07/24/2019,3006.5,3021.6
542,07/23/2019,2992.5,3008.0
543,07/22/2019,2974.6,2989.0
544,07/19/2019,3008.0,2976.9
545,07/18/2019,2983.8,2997.6
546,07/17/2019,3008.8,2985.0
547,07/16/2019,3016.9,3007.0
548,07/15/2019,3012.9,3017.3
549,07/12/2019,3006.0,3015.4
550,07/11/2019,2996.0,3003.9
551,07/10/2019,2984.0,2997.4
552,07/09/2019,2967.8,2982.1
553,07/08/2019,2993.9,2978.6
554,07/05/2019,3004.0,2990.4
555,07/03/2019,3004.0,3000.3
556,07/02/2019,2963.5,2979.6
557,07/01/2019,2957.2,2967.7
558,06/28/2019,2937.0,2944.2
559,06/27/2019,2916.0,2930.9
560,06/26/2019,2925.1,2917.9
561,06/25/2019,2952.0,2922.1
562,06/24/2019,2952.0,2952.1
563,06/21/2019,2957.2,2950.6
564,06/20/2019,2931.7,2960.0
565,06/19/2019,2924.9,2933.4
566,06/18/2019,2891.0,2926.2
567,06/17/2019,2897.6,2896.3
568,06/14/2019,2896.7,2894.8
569,06/13/2019,2883.7,2894.4
570,06/12/2019,2885.7,2881.0
571,06/11/2019,2891.3,2886.9
572,06/10/2019,2887.0,2889.2
573,06/07/2019,2839.5,2874.9
574,06/06/2019,2818.7,2845.7
575,06/05/2019,2812.3,2827.7
576,06/04/2019,2754.9,2804.9
577,06/03/2019,2749.0,2749.6
578,05/31/2019,2786.4,2752.6
579,05/30/2019,2781.5,2790.4
580,05/29/2019,2802.3,2780.1
581,05/28/2019,2831.2,2805.1
582,05/24/2019,2834.0,2831.8
583,05/23/2019,2854.0,2819.4
584,05/22/2019,2864.8,2857.4
585,05/21/2019,2849.4,2866.1
586,05/20/2019,2865.5,2843.9
587,05/17/2019,2879.7,2862.0
588,05/16/2019,2853.0,2878.6
589,05/15/2019,2841.5,2855.0
590,05/14/2019,2803.5,2839.2
591,05/13/2019,2873.9,2807.1
592,05/10/2019,2871.0,2886.9
593,05/09/2019,2882.2,2872.7
594,05/08/2019,2890.1,2887.2
595,05/07/2019,2912.5,2890.8
596,05/06/2019,2927.8,2932.4
597,05/03/2019,2922.0,2947.6
598,05/02/2019,2919.0,2917.6
599,05/01/2019,2953.8,2923.1
600,04/30/2019,2941.1,2948.5
601,04/29/2019,2943.0,2942.9
602,04/26/2019,2925.4,2941.5
603,04/25/2019,2930.5,2926.3
604,04/24/2019,2937.7,2930.8
605,04/23/2019,2909.0,2938.1
606,04/22/2019,2913.9,2912.6
607,04/18/2019,2895.6,2909.9
608,04/17/2019,2910.7,2900.4
609,04/16/2019,2914.0,2911.4
610,04/15/2019,2911.0,2909.5
611,04/12/2019,2892.1,2912.5
612,04/11/2019,2897.5,2891.8
613,04/10/2019,2883.0,2894.5
614,04/09/2019,2894.7,2882.6
615,04/08/2019,2896.3,2898.3
616,04/05/2019,2884.0,2896.0
617,04/04/2019,2881.0,2882.7
618,04/03/2019,2869.0,2879.8
619,04/02/2019,2865.8,2867.1
620,04/01/2019,2841.1,2870.5
621,03/29/2019,2822.2,2837.8
622,03/28/2019,2807.5,2821.0
623,03/27/2019,2821.8,2810.5
624,03/26/2019,2807.0,2823.0
625,03/25/2019,2817.2,2807.0
626,03/22/2019,2862.0,2810.7
627,03/21/2019,2828.0,2862.6
628,03/20/2019,2838.0,2827.0
629,03/19/2019,2842.7,2836.5
630,03/18/2019,2826.5,2840.6
631,03/15/2019,2815.0,2829.8
632,03/14/2019,2821.8,2812.3
633,03/13/2019,2792.4,2819.6
634,03/12/2019,2790.4,2797.2
635,03/11/2019,2750.1,2789.0
636,03/08/2019,2756.1,2751.9
637,03/07/2019,2767.0,2750.0
638,03/06/2019,2787.0,2771.4
639,03/05/2019,2790.3,2791.5
640,03/04/2019,2810.0,2791.6
641,03/01/2019,2785.3,2805.0
642,02/28/2019,2787.1,2784.7
643,02/27/2019,2790.8,2795.1
644,02/26/2019,2794.0,2791.5
645,02/25/2019,2801.8,2797.1
646,02/22/2019,2779.3,2791.2
647,02/21/2019,2785.4,2774.2
648,02/20/2019,2777.0,2787.0
649,02/19/2019,2779.8,2778.7
650,02/15/2019,2779.8,2777.1
651,02/14/2019,2754.0,2743.4
652,02/13/2019,2749.0,2749.6
653,02/12/2019,2718.2,2744.8
654,02/11/2019,2709.5,2708.3
655,02/08/2019,2699.3,2706.3
656,02/07/2019,2726.1,2704.1
657,02/06/2019,2732.1,2729.4
658,02/05/2019,2719.7,2731.1
659,02/04/2019,2706.9,2721.2
660,02/01/2019,2707.4,2704.2
661,01/31/2019,2683.7,2704.5
662,01/30/2019,2646.6,2682.5
663,01/29/2019,2636.1,2640.3
664,01/28/2019,2659.5,2641.9
665,01/25/2019,2635.5,2663.5
666,01/24/2019,2637.9,2634.0
667,01/23/2019,2631.5,2638.3
668,01/22/2019,2671.4,2631.9
669,01/18/2019,2671.4,2671.6
670,01/17/2019,2608.0,2635.2
671,01/16/2019,2605.6,2613.2
672,01/15/2019,2581.6,2605.4
673,01/14/2019,2589.9,2580.5
674,01/11/2019,2592.5,2595.1
675,01/10/2019,2580.9,2594.1
676,01/09/2019,2570.8,2582.6
677,01/08/2019,2550.7,2572.4
678,01/07/2019,2536.7,2550.6
679,01/04/2019,2453.4,2531.3
680,01/03/2019,2480.9,2447.7
681,01/02/2019,2511.4,2511.0
682,12/31/2018,2502.3,2505.2
683,12/28/2018,2489.3,2486.0
684,12/27/2018,2469.0,2494.9
685,12/26/2018,2348.8,2470.9
686,12/24/2018,2405.8,2341.7
687,12/21/2018,2484.0,2413.5
688,12/20/2018,2501.0,2486.2
689,12/19/2018,2536.1,2504.4
690,12/18/2018,2557.9,2537.9
691,12/17/2018,2599.5,2555.7
692,12/14/2018,2648.0,2605.4
693,12/13/2018,2658.2,2645.6
694,12/12/2018,2633.9,2652.4
695,12/11/2018,2638.6,2641.2
696,12/10/2018,2617.5,2643.1
697,12/07/2018,2694.2,2636.0
698,12/06/2018,2713.0,2691.1
699,12/04/2018,2699.5,2701.7
700,12/03/2018,2787.0,2790.7
701,11/30/2018,2737.6,2758.3
702,11/29/2018,2738.7,2744.2
703,11/28/2018,2686.6,2741.5
704,11/27/2018,2659.7,2683.5
705,11/26/2018,2632.0,2669.9
706,11/23/2018,2651.2,2629.5
707,11/21/2018,2651.2,2649.0
708,11/20/2018,2696.2,2639.9
709,11/19/2018,2730.2,2696.3
710,11/16/2018,2728.3,2742.9
711,11/15/2018,2700.5,2734.5
712,11/14/2018,2731.6,2698.6
713,11/13/2018,2734.3,2727.6
714,11/12/2018,2775.4,2727.8
715,11/09/2018,2804.3,2778.9
716,11/08/2018,2815.3,2808.7
717,11/07/2018,2754.5,2816.4
718,11/06/2018,2740.5,2759.0
719,11/05/2018,2722.8,2739.6
720,11/02/2018,2728.8,2724.3
721,11/01/2018,2707.5,2738.1
722,10/31/2018,2688.7,2711.1
723,10/30/2018,2639.6,2685.3
724,10/29/2018,2667.4,2643.6
725,10/26/2018,2675.0,2669.6
726,10/25/2018,2668.3,2688.2
727,10/24/2018,2742.1,2664.3
728,10/23/2018,2753.0,2746.2
729,10/22/2018,2760.8,2756.5
730,10/19/2018,2773.4,2767.5
731,10/18/2018,2810.0,2772.2
732,10/17/2018,2817.2,2816.2
733,10/16/2018,2747.1,2817.8
734,10/15/2018,2764.6,2749.1
