date,bit_close,nas_close,eth_close,dow_close,ada_close,amd_close,snp_close,bnb_close,nvda_close
2017-10-03,-0.02678060454878839,0.0022975954339763405,-0.02433821356923538,0.003719975873426762,-0.21975580554259988,0.054357046342172755,0.0025696284226919275,-0.07610324975882343,0.0020648834198939703
2017-10-04,-0.02843762240882164,0.00044694995669836146,-0.01218390838755301,0.0008816133431963635,0.0521792392552185,-0.008230499136515412,0.0013414876740514003,-0.1282928408309117,0.00832782979344282
2017-10-05,0.0325339278126755,0.007733276141109968,0.02123829163697266,0.005006939830238366,-0.020359984724943825,0.002251408080457651,0.005387244896442489,0.04696637802300735,-0.0005529919397639915
2017-10-06,0.01033486075313128,0.0007316588489008069,0.046574266146563126,-7.552296362867139e-05,-0.1476645550499689,-0.008280062360613627,-0.0018842007537127614,-0.0605266963287166,0.0029276127093562643
2017-10-09,0.0915829000324635,-0.0015869511930031166,-0.04069469985284346,-0.000553423619924942,0.17633427086975484,0.01797801229540852,-0.0005109159261449392,-0.11819928522220557,0.022308574420816463
2017-10-10,-0.009986957430458077,0.0011422514225181146,0.01320011469431659,0.003053625012885419,-0.026717135004165282,0.016930842411806424,0.001845924762712059,-0.007450501727563119,0.01891481949699969
2017-10-11,0.02435379108956326,0.0024714207321157033,0.0201887649360879,0.001847121001759433,0.04491004615544458,0.013053122244579107,0.001764187461387401,0.028561343489452384,0.010582729777375732
2017-10-12,0.16471065057698198,-0.0018249258952138803,-0.01756867870572343,-0.0013947619944119083,0.15333837333998712,0.022793009528556674,-0.001411100892662276,-0.0648077852042343,0.0004712202566841128
2017-10-13,-0.010805880790101696,0.0021655936830704547,0.1188258141703864,0.0013436084267990367,0.24800338456749893,0.001407459767879704,0.001332758615212093,0.06602763332758843,0.018464276638463062
2017-10-16,-0.004142162801421989,0.0027513660797868766,-0.035514540110220594,0.003719945601570629,-0.1502444441750943,0.0028089906110553287,0.0013309847335802871,0.0036298185310913444,0.01701863200029008
2017-10-17,-0.026668324903553753,-5.13298197670764e-05,-0.0666471094976151,0.0017617468825612548,-0.061659338933087504,-0.007037326720576331,0.00027380649874775287,-0.035861331312691425,-0.0009097857665500975
2017-10-18,0.0237461285210383,8.454182862926984e-05,0.017505666507545925,0.006940115005612313,-0.019515348140053845,-0.0063762171392758304,0.00125073301432721,-0.04592510441991604,-0.0008600410314354434
2017-10-19,0.010507792610871647,-0.00289509314189651,-0.017281523041503988,0.00023488449317632387,0.012694919481249123,-0.008565362858923287,0.00015623169191592012,-0.03288750051706146,0.0011128737947307954
2017-10-20,0.06988014620245764,0.0036239698966653577,-0.020026966158699366,0.00712345674910253,0.12495857143269484,-0.010086540846173886,0.005258557253467799,-0.033796601137217,-0.0045604943957409105
